COUNTY,ZIPCODE,POPULATION,SERVICE_CONNECTIONS,VIOLATION_TYPE_NAME,ANALYTE_NAME,VALUE,UNIT,MCL,ENF_ACTION_TYPE_ISSUED,year_violation,daystaken
SAN DIEGO,91931,100,35,"MCL,  AVERAGE",COMBINED URANIUM,25.8,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,90
SAN DIEGO,91931,100,35,"MCL,  AVERAGE",COMBINED URANIUM,22.5,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
SAN DIEGO,91931,100,35,"MCL,  AVERAGE",COMBINED URANIUM,54.3,PCI/L,30 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
SAN DIEGO,92065,95,37,"MCL,  AVERAGE",COMBINED URANIUM,43.5,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
SAN DIEGO,92065,95,37,"MCL,  AVERAGE",COMBINED URANIUM,41.93,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,92065,95,37,"MCL,  AVERAGE",COMBINED URANIUM,46.97,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
SAN DIEGO,92065,95,37,"MCL,  AVERAGE",COMBINED URANIUM,20.5,PCI/L,0 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
SAN DIEGO,92061,120,28,"MCL, SINGLE SAMPLE",NITRATE,14.8,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION WITH PENALTY ISSUED,2016,90
SAN DIEGO,92061,120,28,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12.9,MG/L,10. MG/L,FORMAL ENFORCEMENT ACTION WITH PENALTY ISSUED,2017,91
SAN DIEGO,92061,200,88,"MCL, SINGLE SAMPLE",NITRATE,14.2,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,92061,200,88,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,11,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION WITH PENALTY ISSUED,2018,89
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,90
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,11.2,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,90
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,10.6,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,13.6,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
SAN DIEGO,92086,250,15,"MCL,  AVERAGE",ARSENIC,18.9,UG/L,0.005 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
SAN DIEGO,92086,120,45,"MCL,  AVERAGE",NITRATE-NITRITE,17.1,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,27
SAN DIEGO,92086,120,45,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,13.1,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,30
SAN DIEGO,92086,120,45,"MCL, SINGLE SAMPLE",NITRATE,51,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
SAN DIEGO,92086,120,45,"MCL, SINGLE SAMPLE",NITRATE,15,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,92086,120,45,"MCL, SINGLE SAMPLE",NITRATE,14,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,89
SAN DIEGO,92061,260,105,"MCL, SINGLE SAMPLE",NITRATE,12,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,30
SAN DIEGO,91963,200,145,"MCL,  AVERAGE",ARSENIC,11.4,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
SAN DIEGO,91963,200,145,"MCL,  AVERAGE",ARSENIC,11750,UG/L,0.01 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
SAN DIEGO,91901,100,34,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,16,MG/L,10 MG/L,RETURN TO COMPLIANCE,2014,91
SAN DIEGO,91901,100,34,"MCL, SINGLE SAMPLE",NITRATE,70.8,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
SAN DIEGO,91901,100,34,"MCL, SINGLE SAMPLE",NITRATE,46.4,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,90
SAN DIEGO,91901,100,34,"MCL, SINGLE SAMPLE",NITRATE,14.3,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,91901,100,34,"MCL, SINGLE SAMPLE",NITRATE,13.3,MG/L,10 MG/L,RETURN TO COMPLIANCE,2017,89
SAN DIEGO,92061,350,120,"MCL, SINGLE SAMPLE",NITRATE,13.4,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,91916,870,315,"MCL,  AVERAGE",COMBINED URANIUM,21,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
SAN DIEGO,91916,870,315,"MCL,  AVERAGE",COMBINED URANIUM,22,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
SAN DIEGO,91916,870,315,"MCL,  AVERAGE",COMBINED URANIUM,25,PCI/L,NA,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
SAN JOAQUIN,95215,50,16,"MCL,  AVERAGE",ARSENIC,13000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2012,91
SAN JOAQUIN,95215,50,16,"MCL,  AVERAGE",ARSENIC,14000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2014,90
SAN JOAQUIN,95215,50,16,"MCL,  AVERAGE",ARSENIC,14000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2015,91
SAN JOAQUIN,95336,804,3,"MCL,  AVERAGE",ARSENIC,23000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2012,91
SAN JOAQUIN,95336,804,3,"MCL,  AVERAGE",ARSENIC,22000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2014,89
SAN JOAQUIN,95336,804,3,"MCL,  AVERAGE",ARSENIC,20250,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2015,91
SAN JOAQUIN,95336,804,3,"MCL,  AVERAGE",ARSENIC,34,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2017,91
SAN JOAQUIN,95204,30,15,"MCL,  AVERAGE",ARSENIC,13000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2012,91
SAN JOAQUIN,95204,30,15,"MCL,  AVERAGE",ARSENIC,14000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2013,91
SAN JOAQUIN,95204,30,15,"MCL,  AVERAGE",ARSENIC,15000,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2015,90
SAN JOAQUIN,95204,30,15,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,INFORMAL ENFORCEMENT ACTION ISSUED,2017,90
SAN JOAQUIN,95337,80038,21873,"MCL,  AVERAGE",ARSENIC,13.9,UG/L,0.010 MG/L,RETURN TO COMPLIANCE,2012,90
SAN JOAQUIN,95337,80038,21873,"MCL,  AVERAGE",ARSENIC,11.8,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
SAN LUIS OBISPO,93420,60,28,"MCL,  AVERAGE",ARSENIC,26,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
SAN LUIS OBISPO,93420,60,28,"MCL,  AVERAGE",ARSENIC,28,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
SAN LUIS OBISPO,93420,60,28,"MCL,  AVERAGE",ARSENIC,29,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
SAN LUIS OBISPO,93420,60,28,"MCL,  AVERAGE",ARSENIC,28,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
SAN LUIS OBISPO,93444,55,24,"MCL, SINGLE SAMPLE",ARSENIC,97,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
SAN LUIS OBISPO,93451,100,1,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
SAN LUIS OBISPO,93451,100,1,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
SAN LUIS OBISPO,93451,100,1,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
SAN LUIS OBISPO,93451,100,1,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,89
SAN LUIS OBISPO,93451,100,1,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
SAN MATEO,94060,192,1,"MCL, SINGLE SAMPLE",NITRATE,10.89,MG/L,NA,FORMAL ENFORCEMENT ACTION ISSUED,2015,30
SONOMA,95472,61,23,"MCL,  AVERAGE",NITRATE,52,MG/L,NA,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
SONOMA,95472,61,23,"MCL, SINGLE SAMPLE",NITRATE,56,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
SONOMA,95472,61,23,"MCL, SINGLE SAMPLE",NITRATE,13.375,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
STANISLAUS,95352,610,178,"MCL,  AVERAGE",COMBINED URANIUM,22,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
STANISLAUS,95326,50,20,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
STANISLAUS,95326,50,20,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
STANISLAUS,95326,50,20,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
STANISLAUS,95326,50,20,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,90
STANISLAUS,95307,125,50,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
STANISLAUS,95307,125,50,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
STANISLAUS,95307,125,50,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
STANISLAUS,95307,125,50,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,89
STANISLAUS,95307,125,50,"MCL,  AVERAGE",ARSENIC,13,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
STANISLAUS,95307,161,46,"MCL,  AVERAGE",ARSENIC,16,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
STANISLAUS,95307,161,46,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
STANISLAUS,95307,161,46,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
STANISLAUS,95307,161,46,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
STANISLAUS,95307,161,46,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
STANISLAUS,95380,100,46,"MCL,  AVERAGE",ARSENIC,16,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
STANISLAUS,95380,100,46,"MCL,  AVERAGE",ARSENIC,16,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
STANISLAUS,95380,100,46,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,90
STANISLAUS,95380,100,46,"MCL,  AVERAGE",ARSENIC,15,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
STANISLAUS,95380,100,46,"MCL,  AVERAGE",ARSENIC,16,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,90
STANISLAUS,95382,60,44,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
STANISLAUS,95382,60,44,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,90
STANISLAUS,95382,60,44,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,457
STANISLAUS,95382,60,44,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
STANISLAUS,95357,250,175,"MCL, SINGLE SAMPLE",COMBINED URANIUM,23,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
STANISLAUS,95380,223,5,"MCL,  AVERAGE",COMBINED URANIUM,24,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
STANISLAUS,95307,50,7,"MCL, SINGLE SAMPLE",NITRATE,61.6,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
STANISLAUS,95326,30,23,"MCL,  AVERAGE",ARSENIC,24,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
STANISLAUS,95326,30,23,"MCL,  AVERAGE",ARSENIC,20,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
STANISLAUS,95326,30,23,"MCL,  AVERAGE",ARSENIC,21,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
STANISLAUS,95326,30,23,"MCL,  AVERAGE",ARSENIC,20,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
STANISLAUS,95358,105,7,"MCL, SINGLE SAMPLE",NITRATE,13,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
STANISLAUS,95385,25,13,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
STANISLAUS,95326,6082,2065,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
STANISLAUS,95326,6082,2065,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
STANISLAUS,95326,6082,2065,"MCL,  AVERAGE",ARSENIC,11,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
STANISLAUS,95326,6082,2065,"MCL,  AVERAGE",ARSENIC,12,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
STANISLAUS,95328,5111,1296,"MCL,  AVERAGE",ARSENIC,12.3,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
STANISLAUS,95328,5111,1296,"MCL,  AVERAGE",ARSENIC,14.5,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
STANISLAUS,95328,5111,1296,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,90
STANISLAUS,95328,5111,1296,"MCL,  AVERAGE",ARSENIC,15.7,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
STANISLAUS,95328,5111,1296,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
STANISLAUS,95307,47754,11457,"MCL,  AVERAGE",COMBINED URANIUM,30,PCI/L,20 PCI/L,RETURN TO COMPLIANCE,2015,91
TEHAMA,96055,125,50,"MCL, SINGLE SAMPLE",ARSENIC,21000,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TEHAMA,96055,125,50,"MCL, SINGLE SAMPLE",ARSENIC,20000,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
TEHAMA,96055,80,53,"MCL, SINGLE SAMPLE",ARSENIC,21000,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TEHAMA,96055,80,53,"MCL, SINGLE SAMPLE",ARSENIC,20000,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
TEHAMA,96055,80,53,"MCL, SINGLE SAMPLE",ARSENIC,21,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TEHAMA,96055,1500,352,"MCL,  AVERAGE",ARSENIC,11.5,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TEHAMA,96055,1500,352,"MCL, SINGLE SAMPLE",ARSENIC,12,UG/L,NA,FORMAL ENFORCEMENT ACTION ISSUED,2014,90
TEHAMA,96055,1500,352,"MCL,  AVERAGE",ARSENIC,11,UG/L,10 UG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
TEHAMA,96055,1500,352,"MCL,  AVERAGE",ARSENIC,11,UG/L,10 UG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93270,98,7,"MCL, SINGLE SAMPLE",NITRATE,60,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93270,98,7,"MCL, SINGLE SAMPLE",NITRATE,12,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93270,98,7,"MCL, SINGLE SAMPLE",NITRATE,13,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,90
TULARE,93244,109,60,"MCL, SINGLE SAMPLE",NITRATE,60,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
TULARE,93244,109,60,"MCL, SINGLE SAMPLE",NITRATE,60,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TULARE,93244,109,60,"MCL, SINGLE SAMPLE",NITRATE,69.9,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93244,109,60,"MCL, SINGLE SAMPLE",NITRATE,13.8,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
TULARE,93244,109,60,"MCL, SINGLE SAMPLE",NITRATE,17.4,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,90
TULARE,93647,1200,8,"MCL, SINGLE SAMPLE",NITRATE,11,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,65,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,89
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,78,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,73,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,19.4,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,91
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,13.7,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93257,108,28,"MCL, SINGLE SAMPLE",NITRATE,18,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93257,1594,442,"MCL,  AVERAGE",COMBINED URANIUM,42.3,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
TULARE,93257,1594,442,"MCL,  AVERAGE",COMBINED URANIUM,42.4,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,91
TULARE,93257,1594,442,"MCL,  AVERAGE",COMBINED URANIUM,33.4,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
TULARE,93257,1594,442,"MCL,  AVERAGE",COMBINED URANIUM,41,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
TULARE,93257,347,104,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,11,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93257,347,104,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12.9,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93257,406,154,"MCL, SINGLE SAMPLE",NITRATE,60,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93257,406,154,"MCL,  AVERAGE",ARSENIC,14.7,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93257,406,154,"MCL, SINGLE SAMPLE",NITRATE,12.775,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93267,138,42,"MCL,  AVERAGE",NITRATE,47,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TULARE,93267,138,42,"MCL, SINGLE SAMPLE",NITRATE,49,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TULARE,93244,400,26,"MCL, SINGLE SAMPLE",NITRATE,54.5,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
TULARE,93244,400,26,"MCL, SINGLE SAMPLE",NITRATE,57.8,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93244,400,26,"MCL, SINGLE SAMPLE",NITRATE,14.25,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93244,400,26,"MCL, SINGLE SAMPLE",NITRATE,12.1,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,126,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,150,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,120,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,21.7,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,27.2,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93215,110,35,"MCL, SINGLE SAMPLE",NITRATE,23,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,37,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,90
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,42,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TULARE,93274,245,5,"MCL, SINGLE SAMPLE",NITRATE,74,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,89
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,43,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93274,245,5,"MCL, SINGLE SAMPLE",NITRATE,79,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,91
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,43,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
TULARE,93274,245,5,"MCL, SINGLE SAMPLE",NITRATE,79,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,35,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
TULARE,93274,245,5,"MCL, SINGLE SAMPLE",NITRATE,15,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,23.125,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,89
TULARE,93274,245,5,"MCL, SINGLE SAMPLE",NITRATE,15,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,90
TULARE,93274,245,5,"MCL,  AVERAGE",COMBINED URANIUM,25.75,PCI/L,20 PCI/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93215,44,13,"MCL, SINGLE SAMPLE",NITRATE,12.6,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION WITH PENALTY ISSUED,2015,91
TULARE,93215,44,13,"MCL, SINGLE SAMPLE",NITRATE,14.2,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93215,44,13,"MCL, SINGLE SAMPLE",NITRATE,14.5,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93215,44,13,"MCL, SINGLE SAMPLE",NITRATE,13.5,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93647,700,106,"MCL, SINGLE SAMPLE",NITRATE,63.7,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TULARE,93647,700,106,"MCL, SINGLE SAMPLE",NITRATE,11.6,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93647,700,106,"MCL, SINGLE SAMPLE",NITRATE,11.4,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,90
TULARE,93618,31,12,"MCL, SINGLE SAMPLE",NITRATE,38.5,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
